Rep,Model,CR,CS,Cost_0.5,Cost_0.6,Cost_0.7,Cost_0.8,Cost_0.9,Cost_0.95
20,Isotonic,0.0,0.0,5.7052546,7.081976,8.748607,11.1495285,15.365426,20.021875
21,SQR,0.5854341736694678,1.444170594215393,5.336514,6.474299,7.895133,11.144888,16.460659,21.777431
21,RSQR,0.6097105508870215,1.5958986282348633,5.437928,6.3036976,7.9028187,10.245098,15.29423,19.082497
21,MQR,0.05695611577964519,0.37086284160614014,5.3527217,6.6626616,8.025048,10.238043,13.547842,17.704584
21,RMQR,0.11858076563958916,0.3036354184150696,5.228414,6.4168334,7.9524903,9.811779,13.179503,16.677494
21,PMQR,0.08403361344537816,0.2655537724494934,5.255809,6.434239,7.8337417,9.77603,13.146782,16.61202
21,RPMQR,0.028011204481792718,0.1251516044139862,5.173636,6.323662,7.812556,9.698978,12.740638,16.155682
21,Mono,0.0,0.0,6.2382703,7.068249,8.174622,10.165548,13.61167,17.38862
21,RMono,0.0,0.0,6.0905385,6.818975,7.8894176,9.74475,13.069445,16.7265
21,NCMQR,0.0,0.0,5.735045,6.9330087,8.220631,10.25043,13.534807,17.228338
21,RNCMQR,0.0,0.0,5.333823,6.482434,7.995479,9.913496,13.016753,16.514784
21,Rearrangement,0.0,0.0,5.35144,6.6593175,8.022587,10.24176,13.550658,17.697199
